date,ward,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_cases
11-01-2023,Ganapathy,17,18,14,12
11-01-2023,Kalapatti,22,22,27,21
11-01-2023,Kovaipudur,12,11,8,5
11-01-2023,Selvapuram,5,6,5,5
11-01-2023,Kurichi,3,15,12,2
11-01-2023,Vadavalli,16,16,11,7
18-01-2023,Gandhipuram,12,18,11,8
18-01-2023,RS Puram,7,8,8,5
18-01-2023,Saibaba Colony,7,10,7,2
18-01-2023,Peelamedu,7,5,4,3
18-01-2023,Singanallur,13,15,15,12
18-01-2023,Saravanampatti,15,9,18,14
18-01-2023,Race Course,14,19,9,8
18-01-2023,Ukkadam,6,5,4,5
18-01-2023,Town Hall,8,6,9,7
18-01-2023,Kuniyamuthur,9,14,12,8
18-01-2023,Sundarapuram,16,8,14,4
18-01-2023,Podanur,4,6,8,5
18-01-2023,Thudiyalur,1,5,4,4
18-01-2023,Vadakovai,4,14,6,9
18-01-2023,Ganapathy,9,19,13,8
18-01-2023,Kalapatti,17,16,13,11
18-01-2023,Kovaipudur,12,14,9,4
18-01-2023,Selvapuram,11,9,0,6
18-01-2023,Kurichi,8,14,11,8
18-01-2023,Vadavalli,7,25,11,13
25-01-2023,Gandhipuram,8,13,6,4
25-01-2023,RS Puram,5,4,4,1
25-01-2023,Saibaba Colony,12,16,11,10
25-01-2023,Peelamedu,12,11,12,5
25-01-2023,Singanallur,10,20,13,4
25-01-2023,Saravanampatti,19,17,19,15
25-01-2023,Race Course,10,10,5,6
25-01-2023,Ukkadam,8,10,7,2
25-01-2023,Town Hall,5,4,7,3
25-01-2023,Kuniyamuthur,11,15,15,4
25-01-2023,Sundarapuram,9,12,8,5
25-01-2023,Podanur,5,6,7,3
25-01-2023,Thudiyalur,3,7,6,7
25-01-2023,Vadakovai,13,9,11,3
25-01-2023,Ganapathy,18,12,12,8
25-01-2023,Kalapatti,24,16,19,14
25-01-2023,Kovaipudur,10,10,7,8
25-01-2023,Selvapuram,19,13,9,5
25-01-2023,Kurichi,11,6,14,8
25-01-2023,Vadavalli,11,12,12,12
01-02-2023,Gandhipuram,10,15,14,9
01-02-2023,RS Puram,5,4,7,3
01-02-2023,Saibaba Colony,16,11,8,9
01-02-2023,Peelamedu,11,15,3,12
01-02-2023,Singanallur,16,20,12,8
01-02-2023,Saravanampatti,16,16,18,12
01-02-2023,Race Course,16,12,13,9
01-02-2023,Ukkadam,10,9,6,4
01-02-2023,Town Hall,9,8,13,2
01-02-2023,Kuniyamuthur,7,9,9,3
01-02-2023,Sundarapuram,21,16,16,11
01-02-2023,Podanur,6,6,3,2
01-02-2023,Thudiyalur,14,9,4,9
01-02-2023,Vadakovai,11,14,10,5
01-02-2023,Ganapathy,12,14,4,9
01-02-2023,Kalapatti,21,21,22,16
01-02-2023,Kovaipudur,11,9,10,7
01-02-2023,Selvapuram,10,10,16,2
01-02-2023,Kurichi,9,7,5,9
01-02-2023,Vadavalli,13,18,8,5
08-02-2023,Gandhipuram,10,17,8,9
08-02-2023,RS Puram,3,5,8,3
08-02-2023,Saibaba Colony,2,11,5,9
08-02-2023,Peelamedu,11,15,10,2
08-02-2023,Singanallur,12,22,23,5
08-02-2023,Saravanampatti,25,24,16,11
08-02-2023,Race Course,9,12,11,7
08-02-2023,Ukkadam,9,7,4,5
08-02-2023,Town Hall,7,6,6,5
08-02-2023,Kuniyamuthur,4,10,6,7
08-02-2023,Sundarapuram,11,13,10,7
08-02-2023,Podanur,4,5,4,6
08-02-2023,Thudiyalur,8,9,12,3
08-02-2023,Vadakovai,11,10,8,12
08-02-2023,Ganapathy,13,14,14,10
08-02-2023,Kalapatti,25,21,12,17
08-02-2023,Kovaipudur,3,8,8,6
08-02-2023,Selvapuram,12,14,4,1
08-02-2023,Kurichi,5,10,11,6
08-02-2023,Vadavalli,17,20,12,10
15-02-2023,Gandhipuram,9,13,15,7
15-02-2023,RS Puram,8,12,11,8
15-02-2023,Saibaba Colony,5,11,12,10
15-02-2023,Peelamedu,12,13,10,4
15-02-2023,Singanallur,18,17,15,12
15-02-2023,Saravanampatti,16,24,17,18
15-02-2023,Race Course,17,15,11,4
15-02-2023,Ukkadam,7,15,7,7
15-02-2023,Town Hall,7,14,11,3
15-02-2023,Kuniyamuthur,6,9,6,6
15-02-2023,Sundarapuram,11,17,11,7
15-02-2023,Podanur,3,7,4,7
15-02-2023,Thudiyalur,7,11,10,3
15-02-2023,Vadakovai,7,17,11,11
15-02-2023,Ganapathy,16,11,14,8
15-02-2023,Kalapatti,23,20,24,10
15-02-2023,Kovaipudur,4,12,4,7
15-02-2023,Selvapuram,7,15,8,7
15-02-2023,Kurichi,10,7,8,3
15-02-2023,Vadavalli,14,10,10,13
22-02-2023,Gandhipuram,5,19,5,6
22-02-2023,RS Puram,6,8,6,9
22-02-2023,Saibaba Colony,11,13,9,9
22-02-2023,Peelamedu,6,13,8,6
22-02-2023,Singanallur,21,17,12,5
22-02-2023,Saravanampatti,26,31,13,15
22-02-2023,Race Course,7,14,11,10
22-02-2023,Ukkadam,8,6,16,7
22-02-2023,Town Hall,11,11,5,3
22-02-2023,Kuniyamuthur,6,8,4,7
22-02-2023,Sundarapuram,11,9,7,5
22-02-2023,Podanur,7,6,6,1
22-02-2023,Thudiyalur,10,9,10,8
22-02-2023,Vadakovai,8,14,9,7
22-02-2023,Ganapathy,17,25,23,12
22-02-2023,Kalapatti,26,20,20,12
22-02-2023,Kovaipudur,4,11,8,2
22-02-2023,Selvapuram,6,13,9,4
22-02-2023,Kurichi,9,7,8,4
22-02-2023,Vadavalli,11,17,5,3
01-03-2023,Gandhipuram,13,7,8,11
01-03-2023,RS Puram,1,3,5,5
01-03-2023,Saibaba Colony,16,14,11,5
01-03-2023,Peelamedu,7,15,13,7
01-03-2023,Singanallur,18,17,11,8
01-03-2023,Saravanampatti,16,20,10,11
01-03-2023,Race Course,10,12,9,2
01-03-2023,Ukkadam,9,10,11,6
01-03-2023,Town Hall,8,10,12,9
01-03-2023,Kuniyamuthur,7,15,5,3
01-03-2023,Sundarapuram,11,19,11,11
01-03-2023,Podanur,4,4,5,3
01-03-2023,Thudiyalur,10,7,9,5
01-03-2023,Vadakovai,14,12,14,6
01-03-2023,Ganapathy,21,11,15,14
01-03-2023,Kalapatti,17,29,22,10
01-03-2023,Kovaipudur,7,20,8,7
01-03-2023,Selvapuram,11,11,9,2
01-03-2023,Kurichi,8,10,11,12
01-03-2023,Vadavalli,12,17,11,13
08-03-2023,Gandhipuram,15,10,12,9
08-03-2023,RS Puram,7,8,7,7
08-03-2023,Saibaba Colony,14,19,11,11
08-03-2023,Peelamedu,10,6,7,6
08-03-2023,Singanallur,18,19,11,5
08-03-2023,Saravanampatti,15,29,13,11
08-03-2023,Race Course,16,19,13,5
08-03-2023,Ukkadam,5,11,5,5
08-03-2023,Town Hall,4,5,11,5
08-03-2023,Kuniyamuthur,6,9,8,2
08-03-2023,Sundarapuram,11,12,21,12
08-03-2023,Podanur,4,2,8,1
08-03-2023,Thudiyalur,3,13,8,7
08-03-2023,Vadakovai,10,11,12,7
08-03-2023,Ganapathy,15,17,11,13
08-03-2023,Kalapatti,22,26,15,12
08-03-2023,Kovaipudur,14,11,6,6
08-03-2023,Selvapuram,6,6,1,3
08-03-2023,Kurichi,15,7,9,7
08-03-2023,Vadavalli,13,20,14,14
15-03-2023,Gandhipuram,9,8,10,10
15-03-2023,RS Puram,9,5,4,4
15-03-2023,Saibaba Colony,11,14,11,6
15-03-2023,Peelamedu,9,13,6,4
15-03-2023,Singanallur,10,16,13,9
15-03-2023,Saravanampatti,24,33,15,14
15-03-2023,Race Course,11,13,6,4
15-03-2023,Ukkadam,3,6,3,6
15-03-2023,Town Hall,2,10,8,5
15-03-2023,Kuniyamuthur,4,12,9,4
15-03-2023,Sundarapuram,5,12,8,12
15-03-2023,Podanur,6,9,3,5
15-03-2023,Thudiyalur,16,6,12,4
15-03-2023,Vadakovai,20,16,10,5
15-03-2023,Ganapathy,10,19,18,14
15-03-2023,Kalapatti,20,23,19,11
15-03-2023,Kovaipudur,9,12,7,2
15-03-2023,Selvapuram,10,10,6,7
15-03-2023,Kurichi,9,18,8,7
15-03-2023,Vadavalli,13,11,10,10
22-03-2023,Gandhipuram,10,3,7,5
22-03-2023,RS Puram,3,9,5,7
22-03-2023,Saibaba Colony,1,16,7,10
22-03-2023,Peelamedu,10,14,4,8
22-03-2023,Singanallur,15,19,12,8
22-03-2023,Saravanampatti,22,22,18,17
22-03-2023,Race Course,10,13,6,6
22-03-2023,Ukkadam,3,7,7,2
22-03-2023,Town Hall,3,16,13,6
22-03-2023,Kuniyamuthur,10,15,14,6
22-03-2023,Sundarapuram,3,9,5,14
22-03-2023,Podanur,7,4,4,7
22-03-2023,Thudiyalur,3,6,8,8
22-03-2023,Vadakovai,15,17,8,7
22-03-2023,Ganapathy,19,11,20,11
22-03-2023,Kalapatti,18,22,18,12
22-03-2023,Kovaipudur,7,8,10,7
22-03-2023,Selvapuram,11,12,8,8
22-03-2023,Kurichi,12,13,8,7
22-03-2023,Vadavalli,13,19,22,5
29-03-2023,Gandhipuram,6,15,7,3
29-03-2023,RS Puram,10,7,7,6
29-03-2023,Saibaba Colony,10,8,15,2
29-03-2023,Peelamedu,11,7,6,1
29-03-2023,Singanallur,12,16,15,9
29-03-2023,Saravanampatti,12,18,15,8
29-03-2023,Race Course,9,10,8,12
29-03-2023,Ukkadam,5,7,5,5
29-03-2023,Town Hall,7,10,7,5
29-03-2023,Kuniyamuthur,3,8,10,2
29-03-2023,Sundarapuram,18,17,15,7
29-03-2023,Podanur,8,8,5,1
29-03-2023,Thudiyalur,8,9,6,4
29-03-2023,Vadakovai,10,9,7,6
29-03-2023,Ganapathy,9,13,9,13
29-03-2023,Kalapatti,23,20,21,7
29-03-2023,Kovaipudur,6,9,8,5
29-03-2023,Selvapuram,9,9,10,3
29-03-2023,Kurichi,10,16,13,6
29-03-2023,Vadavalli,14,14,14,8
05-04-2023,Gandhipuram,10,13,9,11
05-04-2023,RS Puram,5,5,6,5
05-04-2023,Saibaba Colony,13,8,11,11
05-04-2023,Peelamedu,13,22,10,8
05-04-2023,Singanallur,20,25,10,5
05-04-2023,Saravanampatti,22,23,15,13
05-04-2023,Race Course,8,9,9,8
05-04-2023,Ukkadam,6,11,7,6
05-04-2023,Town Hall,5,7,7,9
05-04-2023,Kuniyamuthur,16,11,11,4
05-04-2023,Sundarapuram,11,16,10,5
05-04-2023,Podanur,8,8,8,2
05-04-2023,Thudiyalur,4,14,2,8
05-04-2023,Vadakovai,11,12,9,4
05-04-2023,Ganapathy,18,21,19,12
05-04-2023,Kalapatti,17,37,15,28
05-04-2023,Kovaipudur,5,10,8,4
05-04-2023,Selvapuram,11,9,7,8
05-04-2023,Kurichi,5,10,7,6
05-04-2023,Vadavalli,11,19,12,5
12-04-2023,Gandhipuram,9,15,10,4
12-04-2023,RS Puram,4,8,3,4
12-04-2023,Saibaba Colony,6,9,8,7
12-04-2023,Peelamedu,11,8,10,2
12-04-2023,Singanallur,13,12,9,9
12-04-2023,Saravanampatti,21,29,26,14
12-04-2023,Race Course,16,14,6,10
12-04-2023,Ukkadam,9,15,5,4
12-04-2023,Town Hall,9,11,4,6
12-04-2023,Kuniyamuthur,11,12,13,5
12-04-2023,Sundarapuram,8,21,13,5
12-04-2023,Podanur,3,7,0,6
12-04-2023,Thudiyalur,12,11,6,4
12-04-2023,Vadakovai,12,14,11,6
12-04-2023,Ganapathy,22,28,13,13
12-04-2023,Kalapatti,22,30,24,24
12-04-2023,Kovaipudur,10,19,10,11
12-04-2023,Selvapuram,7,13,9,5
12-04-2023,Kurichi,5,7,6,4
12-04-2023,Vadavalli,14,20,12,4
19-04-2023,Gandhipuram,8,17,22,5
19-04-2023,RS Puram,6,3,2,3
19-04-2023,Saibaba Colony,12,14,7,9
19-04-2023,Peelamedu,5,9,6,5
19-04-2023,Singanallur,8,17,6,7
19-04-2023,Saravanampatti,27,30,26,17
19-04-2023,Race Course,9,16,7,6
19-04-2023,Ukkadam,10,9,10,4
19-04-2023,Town Hall,5,11,15,3
19-04-2023,Kuniyamuthur,10,9,9,6
19-04-2023,Sundarapuram,18,18,9,14
19-04-2023,Podanur,4,4,2,3
19-04-2023,Thudiyalur,3,8,2,6
19-04-2023,Vadakovai,10,19,8,9
19-04-2023,Ganapathy,13,13,16,10
19-04-2023,Kalapatti,22,25,24,28
19-04-2023,Kovaipudur,11,7,13,7
19-04-2023,Selvapuram,8,7,9,8
19-04-2023,Kurichi,10,11,15,7
19-04-2023,Vadavalli,15,27,16,12
26-04-2023,Gandhipuram,10,13,12,9
26-04-2023,RS Puram,5,8,6,10
26-04-2023,Saibaba Colony,6,15,9,8
26-04-2023,Peelamedu,13,14,4,7
26-04-2023,Singanallur,11,12,17,7
26-04-2023,Saravanampatti,12,29,17,19
26-04-2023,Race Course,15,15,6,7
26-04-2023,Ukkadam,7,4,4,2
26-04-2023,Town Hall,7,4,7,3
26-04-2023,Kuniyamuthur,10,11,8,3
26-04-2023,Sundarapuram,12,16,11,6
26-04-2023,Podanur,2,5,2,2
26-04-2023,Thudiyalur,5,12,13,5
26-04-2023,Vadakovai,7,12,12,5
26-04-2023,Ganapathy,22,21,21,7
26-04-2023,Kalapatti,12,33,19,11
26-04-2023,Kovaipudur,13,14,6,6
26-04-2023,Selvapuram,14,11,7,4
26-04-2023,Kurichi,14,13,9,6
26-04-2023,Vadavalli,12,17,9,8
03-05-2023,Gandhipuram,6,14,6,2
03-05-2023,RS Puram,7,5,8,3
03-05-2023,Saibaba Colony,10,12,14,9
03-05-2023,Peelamedu,14,14,20,6
03-05-2023,Singanallur,9,19,21,12
03-05-2023,Saravanampatti,10,20,28,12
03-05-2023,Race Course,9,16,20,1
03-05-2023,Ukkadam,3,6,15,5
03-05-2023,Town Hall,8,7,16,1
03-05-2023,Kuniyamuthur,8,17,4,9
03-05-2023,Sundarapuram,6,9,14,8
03-05-2023,Podanur,4,4,13,3
03-05-2023,Thudiyalur,11,14,12,7
03-05-2023,Vadakovai,6,11,16,11
03-05-2023,Ganapathy,8,19,35,10
03-05-2023,Kalapatti,26,22,24,13
03-05-2023,Kovaipudur,6,9,13,7
03-05-2023,Selvapuram,8,15,8,5
03-05-2023,Kurichi,9,14,15,6
03-05-2023,Vadavalli,13,17,21,11
10-05-2023,Gandhipuram,13,13,11,8
10-05-2023,RS Puram,4,10,14,5
10-05-2023,Saibaba Colony,9,10,18,11
10-05-2023,Peelamedu,10,13,9,7
10-05-2023,Singanallur,13,14,23,12
10-05-2023,Saravanampatti,18,23,24,18
10-05-2023,Race Course,6,13,8,4
10-05-2023,Ukkadam,2,7,12,4
10-05-2023,Town Hall,3,6,12,2
10-05-2023,Kuniyamuthur,11,9,10,5
10-05-2023,Sundarapuram,16,10,22,9
10-05-2023,Podanur,3,6,5,0
10-05-2023,Thudiyalur,6,7,8,7
10-05-2023,Vadakovai,9,7,11,8
10-05-2023,Ganapathy,20,23,24,9
10-05-2023,Kalapatti,12,19,21,15
10-05-2023,Kovaipudur,9,11,13,7
10-05-2023,Selvapuram,7,10,16,5
10-05-2023,Kurichi,12,5,10,4
10-05-2023,Vadavalli,16,11,19,6
17-05-2023,Gandhipuram,15,23,11,14
17-05-2023,RS Puram,5,8,8,5
17-05-2023,Saibaba Colony,5,8,17,8
17-05-2023,Peelamedu,7,10,12,7
17-05-2023,Singanallur,13,17,26,11
17-05-2023,Saravanampatti,18,24,24,16
17-05-2023,Race Course,10,15,17,6
17-05-2023,Ukkadam,8,5,14,4
17-05-2023,Town Hall,3,9,10,4
17-05-2023,Kuniyamuthur,20,12,10,3
17-05-2023,Sundarapuram,8,17,13,9
17-05-2023,Podanur,5,5,5,4
17-05-2023,Thudiyalur,5,9,4,3
17-05-2023,Vadakovai,15,8,17,7
17-05-2023,Ganapathy,17,22,26,13
17-05-2023,Kalapatti,21,33,41,12
17-05-2023,Kovaipudur,13,11,25,8
17-05-2023,Selvapuram,7,8,8,2
17-05-2023,Kurichi,9,11,8,8
17-05-2023,Vadavalli,16,16,15,12
24-05-2023,Gandhipuram,14,13,22,8
24-05-2023,RS Puram,1,7,5,8
24-05-2023,Saibaba Colony,8,18,12,6
24-05-2023,Peelamedu,5,16,18,6
24-05-2023,Singanallur,5,21,22,7
24-05-2023,Saravanampatti,25,23,33,17
24-05-2023,Race Course,9,21,13,12
24-05-2023,Ukkadam,2,9,12,7
24-05-2023,Town Hall,10,9,10,8
24-05-2023,Kuniyamuthur,6,7,14,7
24-05-2023,Sundarapuram,12,19,18,7
24-05-2023,Podanur,7,8,6,10
24-05-2023,Thudiyalur,8,10,8,4
24-05-2023,Vadakovai,13,16,11,5
24-05-2023,Ganapathy,16,21,19,11
24-05-2023,Kalapatti,18,24,33,12
24-05-2023,Kovaipudur,7,14,14,3
24-05-2023,Selvapuram,10,13,17,8
24-05-2023,Kurichi,12,9,15,4
24-05-2023,Vadavalli,20,15,27,12
31-05-2023,Gandhipuram,7,12,19,10
31-05-2023,RS Puram,6,8,5,6
31-05-2023,Saibaba Colony,9,14,16,8
31-05-2023,Peelamedu,6,5,12,7
31-05-2023,Singanallur,13,22,17,12
31-05-2023,Saravanampatti,18,31,19,18
31-05-2023,Race Course,12,19,11,7
31-05-2023,Ukkadam,10,7,11,2
31-05-2023,Town Hall,5,7,5,3
31-05-2023,Kuniyamuthur,7,5,13,1
31-05-2023,Sundarapuram,9,15,20,10
31-05-2023,Podanur,7,7,6,3
31-05-2023,Thudiyalur,11,12,9,6
31-05-2023,Vadakovai,7,13,12,7
31-05-2023,Ganapathy,17,19,21,12
31-05-2023,Kalapatti,27,35,32,13
31-05-2023,Kovaipudur,13,19,15,5
31-05-2023,Selvapuram,12,14,12,6
31-05-2023,Kurichi,17,18,8,7
31-05-2023,Vadavalli,14,14,20,6
07-06-2023,Gandhipuram,16,9,19,8
07-06-2023,RS Puram,9,9,11,5
07-06-2023,Saibaba Colony,15,18,11,5
07-06-2023,Peelamedu,13,13,10,7
07-06-2023,Singanallur,26,17,18,9
07-06-2023,Saravanampatti,33,30,30,10
07-06-2023,Race Course,22,15,17,6
07-06-2023,Ukkadam,13,11,8,6
07-06-2023,Town Hall,11,11,14,3
07-06-2023,Kuniyamuthur,10,12,12,7
07-06-2023,Sundarapuram,23,22,19,8
07-06-2023,Podanur,8,10,7,3
07-06-2023,Thudiyalur,18,13,14,7
07-06-2023,Vadakovai,23,17,12,6
07-06-2023,Ganapathy,23,18,18,13
07-06-2023,Kalapatti,28,25,35,19
07-06-2023,Kovaipudur,15,11,15,14
07-06-2023,Selvapuram,13,9,13,7
07-06-2023,Kurichi,20,6,16,3
07-06-2023,Vadavalli,23,11,19,11
14-06-2023,Gandhipuram,17,14,18,6
14-06-2023,RS Puram,11,6,11,6
14-06-2023,Saibaba Colony,27,21,14,7
14-06-2023,Peelamedu,11,12,14,6
14-06-2023,Singanallur,22,23,17,5
14-06-2023,Saravanampatti,22,31,14,9
14-06-2023,Race Course,17,14,9,11
14-06-2023,Ukkadam,17,19,14,2
14-06-2023,Town Hall,10,6,11,6
14-06-2023,Kuniyamuthur,16,13,16,5
14-06-2023,Sundarapuram,15,10,16,6
14-06-2023,Podanur,4,9,6,3
14-06-2023,Thudiyalur,11,7,19,8
14-06-2023,Vadakovai,13,11,20,2
14-06-2023,Ganapathy,33,21,28,18
14-06-2023,Kalapatti,41,24,44,19
14-06-2023,Kovaipudur,17,12,10,9
14-06-2023,Selvapuram,20,12,28,10
14-06-2023,Kurichi,15,11,14,9
14-06-2023,Vadavalli,19,19,23,14
21-06-2023,Gandhipuram,12,17,16,10
21-06-2023,RS Puram,14,14,8,8
21-06-2023,Saibaba Colony,28,14,14,14
21-06-2023,Peelamedu,14,15,14,9
21-06-2023,Singanallur,16,22,18,12
21-06-2023,Saravanampatti,43,22,30,16
21-06-2023,Race Course,14,8,16,8
21-06-2023,Ukkadam,11,14,8,7
21-06-2023,Town Hall,12,6,11,1
21-06-2023,Kuniyamuthur,9,6,12,3
21-06-2023,Sundarapuram,18,17,16,8
21-06-2023,Podanur,8,9,6,1
21-06-2023,Thudiyalur,23,14,11,12
21-06-2023,Vadakovai,21,19,14,10
21-06-2023,Ganapathy,29,24,25,8
21-06-2023,Kalapatti,30,33,35,13
21-06-2023,Kovaipudur,14,9,15,9
21-06-2023,Selvapuram,18,19,20,2
21-06-2023,Kurichi,14,14,16,5
21-06-2023,Vadavalli,28,19,27,12
28-06-2023,Gandhipuram,18,17,20,6
28-06-2023,RS Puram,10,12,14,5
28-06-2023,Saibaba Colony,17,10,15,7
28-06-2023,Peelamedu,18,9,11,10
28-06-2023,Singanallur,23,10,21,9
28-06-2023,Saravanampatti,29,23,30,23
28-06-2023,Race Course,18,17,19,6
28-06-2023,Ukkadam,12,11,14,6
28-06-2023,Town Hall,13,14,11,6
28-06-2023,Kuniyamuthur,13,10,11,11
28-06-2023,Sundarapuram,17,14,22,7
28-06-2023,Podanur,6,4,15,7
28-06-2023,Thudiyalur,12,12,16,8
28-06-2023,Vadakovai,25,22,12,9
28-06-2023,Ganapathy,23,18,16,12
28-06-2023,Kalapatti,29,33,35,11
28-06-2023,Kovaipudur,14,12,18,8
28-06-2023,Selvapuram,16,20,17,4
28-06-2023,Kurichi,25,13,13,5
28-06-2023,Vadavalli,24,16,18,11
05-07-2023,Gandhipuram,18,22,9,4
05-07-2023,RS Puram,14,10,11,6
05-07-2023,Saibaba Colony,20,19,10,6
05-07-2023,Peelamedu,18,16,13,14
05-07-2023,Singanallur,28,38,17,8
05-07-2023,Saravanampatti,39,43,31,18
05-07-2023,Race Course,12,29,23,7
05-07-2023,Ukkadam,11,10,13,10
05-07-2023,Town Hall,12,17,14,2
05-07-2023,Kuniyamuthur,5,17,18,1
05-07-2023,Sundarapuram,20,19,16,6
05-07-2023,Podanur,7,12,6,5
05-07-2023,Thudiyalur,13,15,20,8
05-07-2023,Vadakovai,14,27,14,13
05-07-2023,Ganapathy,27,34,15,7
05-07-2023,Kalapatti,31,48,44,13
05-07-2023,Kovaipudur,15,29,17,7
05-07-2023,Selvapuram,19,17,14,4
05-07-2023,Kurichi,20,24,11,9
05-07-2023,Vadavalli,29,36,27,7
12-07-2023,Gandhipuram,21,22,26,6
12-07-2023,RS Puram,17,19,7,2
12-07-2023,Saibaba Colony,22,21,19,4
12-07-2023,Peelamedu,14,21,8,9
12-07-2023,Singanallur,25,26,29,15
12-07-2023,Saravanampatti,39,39,44,11
12-07-2023,Race Course,10,30,16,11
12-07-2023,Ukkadam,16,18,10,6
12-07-2023,Town Hall,12,23,11,6
12-07-2023,Kuniyamuthur,18,16,16,11
12-07-2023,Sundarapuram,14,21,18,9
12-07-2023,Podanur,9,4,8,2
12-07-2023,Thudiyalur,20,18,14,9
12-07-2023,Vadakovai,25,31,16,8
12-07-2023,Ganapathy,30,26,23,9
12-07-2023,Kalapatti,34,50,29,15
12-07-2023,Kovaipudur,12,27,16,2
12-07-2023,Selvapuram,11,22,13,5
12-07-2023,Kurichi,13,16,18,11
12-07-2023,Vadavalli,28,24,23,10
19-07-2023,Gandhipuram,12,20,13,17
19-07-2023,RS Puram,15,13,16,5
19-07-2023,Saibaba Colony,23,20,21,4
19-07-2023,Peelamedu,16,19,14,6
19-07-2023,Singanallur,25,30,22,13
19-07-2023,Saravanampatti,43,36,35,16
19-07-2023,Race Course,16,28,21,9
19-07-2023,Ukkadam,23,14,17,5
19-07-2023,Town Hall,5,22,8,7
19-07-2023,Kuniyamuthur,14,20,21,7
19-07-2023,Sundarapuram,20,19,18,10
19-07-2023,Podanur,9,11,8,7
19-07-2023,Thudiyalur,14,24,17,8
19-07-2023,Vadakovai,24,27,20,5
19-07-2023,Ganapathy,24,32,37,15
19-07-2023,Kalapatti,38,51,27,9
19-07-2023,Kovaipudur,19,16,15,5
19-07-2023,Selvapuram,14,10,8,7
19-07-2023,Kurichi,14,22,16,5
19-07-2023,Vadavalli,17,34,20,13
26-07-2023,Gandhipuram,23,21,27,9
26-07-2023,RS Puram,11,9,15,8
26-07-2023,Saibaba Colony,14,20,10,3
26-07-2023,Peelamedu,11,17,14,4
26-07-2023,Singanallur,23,23,19,10
26-07-2023,Saravanampatti,40,44,28,19
26-07-2023,Race Course,19,25,20,10
26-07-2023,Ukkadam,19,20,9,6
26-07-2023,Town Hall,8,18,15,10
26-07-2023,Kuniyamuthur,14,17,9,8
26-07-2023,Sundarapuram,21,23,15,10
26-07-2023,Podanur,8,12,12,3
26-07-2023,Thudiyalur,19,18,11,10
26-07-2023,Vadakovai,18,24,15,10
26-07-2023,Ganapathy,27,32,25,16
26-07-2023,Kalapatti,34,34,21,12
26-07-2023,Kovaipudur,16,25,14,6
26-07-2023,Selvapuram,12,15,14,8
26-07-2023,Kurichi,17,21,16,4
26-07-2023,Vadavalli,27,33,32,5
02-08-2023,Gandhipuram,23,25,22,13
02-08-2023,RS Puram,12,15,14,7
02-08-2023,Saibaba Colony,20,24,17,10
02-08-2023,Peelamedu,16,14,13,14
02-08-2023,Singanallur,19,24,18,18
02-08-2023,Saravanampatti,26,47,26,25
02-08-2023,Race Course,18,23,17,17
02-08-2023,Ukkadam,13,18,15,18
02-08-2023,Town Hall,9,14,10,8
02-08-2023,Kuniyamuthur,22,16,11,13
02-08-2023,Sundarapuram,18,27,16,10
02-08-2023,Podanur,10,12,12,7
02-08-2023,Thudiyalur,13,17,20,11
02-08-2023,Vadakovai,20,22,18,13
02-08-2023,Ganapathy,25,27,16,12
02-08-2023,Kalapatti,29,34,27,25
02-08-2023,Kovaipudur,24,20,16,7
02-08-2023,Selvapuram,16,19,14,14
02-08-2023,Kurichi,15,12,9,10
02-08-2023,Vadavalli,21,34,24,15
09-08-2023,Gandhipuram,21,19,23,17
09-08-2023,RS Puram,8,10,8,4
09-08-2023,Saibaba Colony,26,25,18,10
09-08-2023,Peelamedu,9,21,19,12
09-08-2023,Singanallur,22,27,20,13
09-08-2023,Saravanampatti,28,38,38,30
09-08-2023,Race Course,22,21,13,13
09-08-2023,Ukkadam,9,17,14,10
09-08-2023,Town Hall,16,11,9,4
09-08-2023,Kuniyamuthur,12,18,13,18
09-08-2023,Sundarapuram,23,25,21,14
09-08-2023,Podanur,10,10,12,8
09-08-2023,Thudiyalur,15,19,14,13
09-08-2023,Vadakovai,13,29,20,12
09-08-2023,Ganapathy,35,38,31,26
09-08-2023,Kalapatti,27,49,36,25
09-08-2023,Kovaipudur,16,20,11,6
09-08-2023,Selvapuram,15,22,10,9
09-08-2023,Kurichi,14,16,16,14
09-08-2023,Vadavalli,21,30,24,15
16-08-2023,Gandhipuram,15,37,16,16
16-08-2023,RS Puram,7,15,13,7
16-08-2023,Saibaba Colony,22,25,8,8
16-08-2023,Peelamedu,13,14,16,17
16-08-2023,Singanallur,27,28,24,10
16-08-2023,Saravanampatti,35,41,29,24
16-08-2023,Race Course,15,23,14,14
16-08-2023,Ukkadam,13,19,12,8
16-08-2023,Town Hall,16,17,9,12
16-08-2023,Kuniyamuthur,9,25,17,15
16-08-2023,Sundarapuram,25,14,15,12
16-08-2023,Podanur,8,4,9,7
16-08-2023,Thudiyalur,20,16,12,13
16-08-2023,Vadakovai,15,26,14,16
16-08-2023,Ganapathy,21,25,16,17
16-08-2023,Kalapatti,29,41,49,29
16-08-2023,Kovaipudur,19,12,15,10
16-08-2023,Selvapuram,18,10,10,11
16-08-2023,Kurichi,21,24,9,16
16-08-2023,Vadavalli,21,31,19,18
23-08-2023,Gandhipuram,17,32,18,8
23-08-2023,RS Puram,7,17,11,6
23-08-2023,Saibaba Colony,15,23,9,15
23-08-2023,Peelamedu,11,18,13,7
23-08-2023,Singanallur,32,20,12,15
